Africa,2022-05-01,2,0,0.29,0,42,2
Africa,2022-05-02,0,0,0.29,0,42,2
Africa,2022-05-03,0,0,0.29,0,42,2
Africa,2022-05-04,0,0,0.29,0,42,2
Africa,2022-05-05,0,0,0.29,0,42,2
Africa,2022-05-06,0,0,0.29,0,42,2
Africa,2022-05-07,0,0,0.29,0,42,2
Africa,2022-05-08,0,0,0.00,0,42,2
Africa,2022-05-09,0,0,0.00,0,42,2
Africa,2022-05-10,0,0,0.00,0,42,2
Africa,2022-05-11,0,0,0.00,0,42,2
Africa,2022-05-12,0,0,0.00,0,42,2
Africa,2022-05-13,0,0,0.00,0,42,2
Africa,2022-05-14,0,0,0.00,0,42,2
Africa,2022-05-15,4,0,0.57,0,46,2
Africa,2022-05-16,0,0,0.57,0,46,2
Africa,2022-05-17,0,0,0.57,0,46,2
Africa,2022-05-18,0,0,0.57,0,46,2
Africa,2022-05-19,0,0,0.57,0,46,2
Africa,2022-05-20,0,0,0.57,0,46,2
Africa,2022-05-21,0,0,0.57,0,46,2
Africa,2022-05-22,12,0,1.71,0,58,2
Africa,2022-05-23,0,0,1.71,0,58,2
Africa,2022-05-24,0,0,1.71,0,58,2
Africa,2022-05-25,0,0,1.71,0,58,2
Africa,2022-05-26,0,0,1.71,0,58,2
Africa,2022-05-27,0,0,1.71,0,58,2
Africa,2022-05-28,0,0,1.71,0,58,2
Africa,2022-05-29,0,0,0.00,0,58,2
Africa,2022-05-30,0,0,0.00,0,58,2
Africa,2022-05-31,0,0,0.00,0,58,2
Africa,2022-06-01,0,0,0.00,0,58,2
Africa,2022-06-02,1,0,0.14,0,59,2
Africa,2022-06-03,0,0,0.14,0,59,2
Africa,2022-06-04,0,0,0.14,0,59,2
Africa,2022-06-05,18,1,2.71,0,77,3
Africa,2022-06-06,0,0,2.71,0,77,3
Africa,2022-06-07,0,0,2.71,0,77,3
Africa,2022-06-08,0,0,2.71,0,77,3
Africa,2022-06-09,0,0,2.57,0,77,3
Africa,2022-06-10,0,0,2.57,0,77,3
Africa,2022-06-11,0,0,2.57,0,77,3
Africa,2022-06-12,15,0,2.14,0,92,3
Africa,2022-06-13,0,0,2.14,0,92,3
Africa,2022-06-14,0,0,2.14,0,92,3
Africa,2022-06-15,0,0,2.14,0,92,3
Africa,2022-06-16,0,0,2.14,0,92,3
Africa,2022-06-17,0,0,2.14,0,92,3
Africa,2022-06-18,0,0,2.14,0,92,3
Africa,2022-06-19,99,0,14.14,0,191,3
Africa,2022-06-20,0,0,14.14,0,191,3
Africa,2022-06-21,0,0,14.14,0,191,3
Africa,2022-06-22,0,0,14.14,0,191,3
Africa,2022-06-23,0,0,14.14,0,191,3
Africa,2022-06-24,0,0,14.14,0,191,3
Africa,2022-06-25,0,0,14.14,0,191,3
Africa,2022-06-26,26,0,3.71,0,217,3
Africa,2022-06-27,0,0,3.71,0,217,3
Africa,2022-06-28,0,0,3.71,0,217,3
Africa,2022-06-29,0,0,3.71,0,217,3
Africa,2022-06-30,0,0,3.71,0,217,3
Africa,2022-07-01,0,0,3.71,0,217,3
Africa,2022-07-02,0,0,3.71,0,217,3
Africa,2022-07-03,30,1,4.29,0,247,4
Africa,2022-07-04,0,0,4.29,0,247,4
